Week,Month_Year,Promo_Exists,Consumer_Index,Inflation_Rate,Gross_Rating_Point,Month,Year,Search_Spend,Display_Spend,Video_Spend,Social_Spend,Digital_Audio_Spend,TV_Spend,Radio_Spend,OOH_Spend,revenue,salescount,Search_Views,Social_Views,Video_Views,Display_Views,Audio_Views,Search_Clicks,Social_Clicks,Video_Clicks,Display_Clicks,Audio_Clicks,category_Books,category_Clothing,category_Electronics,category_Home,Sales_Channel_Digital Audio,Sales_Channel_Display,Sales_Channel_Offline,Sales_Channel_Search,Sales_Channel_Social,Sales_Channel_Video
2024-02-26,2024-03-01,0,114.5,2.2,121.19999999999999,9,6072,82704.5326717614,7159.060146223223,10247.010723362344,7145.900773139216,11505.948356049146,27004.456528661227,8904.73135438749,12105.145166834802,698091.45,3140,1209,2515,3179,3653,1873,2784,2002,1208,1220,826,807.0,808.0,754.0,771.0,259.0,277.0,166.0,1246.0,740.0,452.0
2024-03-04,2024-03-01,0,114.5,2.2,121.19999999999999,21,14168,208666.2507370652,16846.249698015963,26171.967524135274,16582.534951726546,25533.173912894745,71396.21503359718,20964.105116536455,29394.339300759464,1227277.3900000001,6428,2798,5582,7082,8558,4128,6069,4205,2643,2608,1691,1724.0,1575.0,1499.0,1630.0,611.0,587.0,549.0,2355.0,1434.0,892.0
2024-03-11,2024-03-01,0,114.5,2.2,121.19999999999999,21,14168,210327.09097764353,16534.480513289793,26544.521108381115,17260.795915764043,25959.402042715003,68955.97793825596,20369.437812707532,31279.7354943788,1309459.6199999999,6488,2747,5804,7058,8528,4256,6070,4280,2576,2613,1769,1558.0,1646.0,1690.0,1594.0,586.0,604.0,528.0,2370.0,1500.0,900.0
2024-03-18,2024-03-01,0,114.5,2.2,121.19999999999999,21,14168,207810.78337937393,17085.341835714546,26346.369070981094,17380.45794155557,23126.629235857105,69998.18175532912,20242.646395761185,29971.674091420005,1305193.0,6401,2768,5724,7097,8505,4266,5987,4236,2584,2562,1790,1638.0,1494.0,1653.0,1616.0,538.0,575.0,548.0,2364.0,1462.0,914.0
2024-03-25,2024-03-01,0,114.5,2.2,121.19999999999999,21,14168,201649.44947824298,17388.608362469287,25533.755362162858,17467.729834692553,26397.847562612173,65366.15636942115,21307.72168073272,29859.56424534385,1337357.92,6616,2900,5957,7376,8702,4388,6149,4369,2655,2715,1750,1643.0,1629.0,1675.0,1669.0,606.0,616.0,557.0,2389.0,1543.0,905.0
2024-04-01,2024-04-01,1,114.6,2.2,85.0,28,14168,164311.7088066527,18697.557472311863,21058.129526821707,16983.887083372632,20226.085861711457,50813.01159896595,13807.186256026755,13652.736563388424,1417067.92,6761,2377,4629,5642,7064,3483,5490,3958,2466,2298,1569,1692.0,1737.0,1622.0,1710.0,646.0,662.0,210.0,2641.0,1595.0,1007.0
2024-04-08,2024-04-01,1,114.6,2.2,85.0,28,14168,165243.20750947332,16886.461492398288,19898.088295894773,16795.778057449606,21915.391105645293,47982.02942825196,14567.417022234229,13444.197188002787,1472400.75,6801,2386,4645,5855,7008,3606,5671,3849,2420,2441,1550,1694.0,1726.0,1675.0,1706.0,670.0,658.0,243.0,2659.0,1606.0,965.0
2024-04-15,2024-04-01,1,114.6,2.2,85.0,28,14168,163804.36900097693,17303.8187285087,20337.09943377407,17926.556345971087,20761.114228921728,50672.03414322901,13821.688154932708,13731.893804406143,1612100.22,7237,2454,5035,6296,7694,3803,5989,4291,2565,2665,1690,1781.0,1795.0,1848.0,1813.0,683.0,685.0,259.0,2798.0,1735.0,1077.0
2024-04-22,2024-04-01,1,114.6,2.2,85.0,28,14168,157814.6224206814,17450.588497919205,20048.038471099753,16802.31649178946,20703.086461193965,50495.88391773652,13703.786997611594,13734.887827224595,1666471.16,7252,2525,5007,6261,7641,3802,6052,4334,2522,2554,1684,1758.0,1798.0,1870.0,1826.0,652.0,698.0,255.0,2867.0,1753.0,1027.0
2024-04-29,2024-04-01,1,114.6,2.2,85.0,8,4048,48949.509538650076,4946.135781648526,5681.653225909726,5431.0042804529185,6015.025555541984,13629.912219961294,4016.1105937258735,3826.3234857518232,311260.70999999996,1831,607,1233,1535,1866,958,1531,1037,616,613,374,473.0,460.0,432.0,466.0,163.0,166.0,52.0,716.0,441.0,293.0
2024-04-29,2024-05-01,0,114.3,2.4,125.57999999999998,25,10120,197863.60179131673,13432.371431822296,25383.31578247968,17664.38966878055,22939.768710644636,53549.644094769246,17259.633352065142,25975.55045555849,985366.49,4839,1999,4113,5085,6151,3118,4407,3142,1934,1924,1290,1209.0,1211.0,1182.0,1237.0,463.0,474.0,340.0,1795.0,1109.0,658.0
2024-05-06,2024-05-01,0,114.3,2.4,125.57999999999998,35,14168,255169.80022853814,19988.126922193824,33867.26435216461,24808.330568140474,34664.27282172974,73122.78882765444,25692.736837093296,36521.78685585027,1269080.15,6404,2827,5679,7051,8343,4202,5881,4173,2578,2629,1750,1663.0,1632.0,1571.0,1538.0,580.0,617.0,511.0,2330.0,1465.0,901.0
2024-05-13,2024-05-01,0,114.3,2.4,125.57999999999998,35,14168,262879.86540826823,20289.380522082836,33056.20670634149,24052.276008927507,33308.292115833334,70296.29193854093,24621.200036454586,35347.804353337284,1245108.69,6333,2959,5583,7123,8430,4217,5989,4331,2522,2562,1621,1577.0,1534.0,1591.0,1631.0,595.0,548.0,514.0,2382.0,1437.0,857.0
2024-05-20,2024-05-01,0,114.3,2.4,125.57999999999998,35,14168,260002.09857038019,18988.03846277485,34105.30327862069,26122.072568686952,35414.97400293819,69206.04969116952,25609.01118412442,33226.86047686495,1307559.74,6589,2915,5931,7287,8579,4384,6384,4237,2608,2631,1698,1629.0,1661.0,1689.0,1610.0,619.0,656.0,561.0,2362.0,1452.0,939.0
2024-05-27,2024-05-01,0,114.3,2.4,125.57999999999998,25,10120,172934.09576415014,14479.92417738365,24243.19475825643,17817.70674690267,24835.60343943014,51933.788328744115,18131.28142530725,23769.393934636602,656612.27,3847,1996,3862,4665,5781,2961,3900,2856,1717,1675,1075,993.0,948.0,980.0,926.0,338.0,323.0,437.0,1405.0,835.0,509.0
2024-05-27,2024-06-01,0,114.1,2.2,85.05000000000001,12,4048,83831.68765742726,10457.620461584243,11734.359646189732,8292.887737798515,9208.73634508199,34476.93679589849,8392.279257253376,12599.71798887526,529997.52,2196,795,1474,1878,2331,1165,1816,1296,731,734,541,555.0,556.0,540.0,545.0,223.0,224.0,65.0,868.0,511.0,305.0
2024-06-03,2024-06-01,0,114.1,2.2,85.05000000000001,42,14168,316151.03309506376,38230.3551616153,37907.77679782357,32951.85598710231,30492.754537090255,116617.45595870574,30887.17601538096,45278.78051685555,1176878.67,6054,2625,5400,6771,7959,4067,5686,4138,2428,2478,1617,1537.0,1444.0,1562.0,1511.0,524.0,526.0,514.0,2226.0,1423.0,841.0
2024-06-10,2024-06-01,0,114.1,2.2,85.05000000000001,42,14168,325661.47602978663,38303.52946952463,36019.9016607978,29222.001207649882,31544.641343222538,121351.70857955152,29185.593870784545,45584.74813095836,1167665.3900000001,6126,2739,5426,6709,7994,4016,5799,4040,2466,2415,1584,1530.0,1492.0,1561.0,1543.0,503.0,571.0,543.0,2247.0,1416.0,846.0
2024-06-17,2024-06-01,0,114.1,2.2,85.05000000000001,42,14168,319686.7332781141,37782.94984896179,35390.36401117193,32232.640018795744,30807.410186394853,114343.65249536815,30909.967743605226,47392.723527787144,1139043.27,5943,2617,5346,6655,8074,3959,5593,4073,2486,2396,1651,1444.0,1487.0,1522.0,1490.0,566.0,528.0,509.0,2156.0,1393.0,791.0
2024-06-24,2024-06-01,0,114.1,2.2,85.05000000000001,42,14168,321546.4038775548,37650.883092511605,34971.874600640054,31704.64962767493,31932.486980181835,116562.23998668695,31870.974644136757,44697.52177569918,1116712.45,5908,2542,5162,6484,7680,3946,5489,3940,2298,2421,1575,1454.0,1508.0,1485.0,1461.0,570.0,506.0,512.0,2178.0,1349.0,793.0
2024-07-01,2024-07-01,1,113.3,2.3,121.8,49,14168,186276.02802325238,14782.54885240014,29402.94289789884,21039.918248342092,17836.076469289794,56094.27617894198,18009.915156425923,18180.18125579832,2022067.74,8044,2878,5691,7127,8357,4252,6778,4799,2949,2838,1910,2034.0,2028.0,1982.0,2000.0,792.0,772.0,323.0,3129.0,1880.0,1148.0
2024-07-08,2024-07-01,1,113.3,2.3,121.8,49,14168,189973.9473578688,15496.12913932846,29153.81359920135,21555.839470303963,18353.00062101482,55721.583368043444,18277.830831390977,17120.435871912414,2062247.92,8178,2870,5720,7000,8583,4358,6784,4795,2896,2928,1871,2060.0,2077.0,2023.0,2018.0,787.0,805.0,284.0,3193.0,2003.0,1106.0
2024-07-15,2024-07-01,1,113.3,2.3,121.8,49,14168,177553.78511466668,14061.78848949045,28383.64452656791,21416.872056938642,17711.981699433203,54884.576534173946,17368.72063979203,18481.986157371157,2165445.2199999997,8380,2845,5586,7242,8648,4301,6786,4833,2932,2915,1951,2115.0,2048.0,2116.0,2101.0,784.0,810.0,274.0,3267.0,2022.0,1223.0
2024-07-22,2024-07-01,1,113.3,2.3,121.8,49,14168,186845.6153169553,14883.30043737255,29902.801859455572,22254.409196560497,17609.699061911117,53998.11024922768,18125.858808042067,18126.15522436857,2130185.04,8237,2749,5705,7212,8527,4261,6815,4913,2874,2883,1925,2069.0,2089.0,2054.0,2025.0,823.0,827.0,271.0,3216.0,1979.0,1121.0
2024-07-29,2024-07-01,1,113.3,2.3,121.8,21,6072,74152.25700493206,6548.490676098109,12605.75036246062,9447.267199797865,8062.384921510829,26192.52959601187,8066.009445703203,7447.499122054065,651749.95,3047,1044,2150,2598,3204,1528,2578,1758,1080,1075,716,740.0,774.0,756.0,777.0,311.0,265.0,104.0,1188.0,732.0,447.0
2024-07-29,2024-08-01,0,113.2,1.9,83.2,32,8096,144734.86864499084,14366.871942625748,24503.31481317943,15074.408964339695,21033.813311085087,45414.886007674475,11833.332836662843,18336.21540594112,909070.53,4186,1630,3465,4272,5180,2528,3825,2648,1630,1631,1071,1031.0,1051.0,1062.0,1042.0,366.0,406.0,244.0,1527.0,1027.0,616.0
2024-08-05,2024-08-01,0,113.2,1.9,83.2,56,14168,271533.29838484136,25798.90412801029,47797.152102939275,26179.844578757962,36894.601743432126,73632.18546125409,21042.2856936278,32502.0056784625,1217417.1099999999,6307,2775,5662,7010,8466,4315,6035,4320,2549,2514,1728,1617.0,1577.0,1516.0,1597.0,579.0,579.0,533.0,2258.0,1472.0,886.0
2024-08-12,2024-08-01,0,113.2,1.9,83.2,56,14168,244855.6670313969,25771.640149107792,49210.25364277209,26494.311530508196,38257.67287021014,78287.6164134207,21469.29457469265,31531.071521046342,1272086.46,6370,2849,5603,7119,8505,4055,5897,4284,2482,2608,1719,1573.0,1577.0,1629.0,1591.0,555.0,603.0,528.0,2355.0,1428.0,901.0
2024-08-19,2024-08-01,0,113.2,1.9,83.2,56,14168,250097.0549051804,27835.133589445726,46614.9842838984,26794.35975310517,35714.49602464495,75324.22784523237,20568.94893020675,30468.3908588095,1285006.16,6287,2914,5433,6807,8350,4057,5888,4168,2545,2555,1638,1529.0,1558.0,1640.0,1560.0,606.0,581.0,540.0,2293.0,1410.0,857.0
2024-08-26,2024-08-01,0,113.2,1.9,83.2,48,12144,222953.3310362347,21943.247172887823,41914.562594254596,22635.05117410832,31828.268182497115,61516.39009363395,18311.989998319863,28470.650575868844,963670.51,5086,2341,4737,5798,7037,3485,4933,3489,2056,2141,1402,1256.0,1317.0,1287.0,1226.0,477.0,465.0,468.0,1851.0,1105.0,720.0
2024-08-26,2024-09-01,1,114.2,1.6,122.39999999999999,9,2024,48972.14727720734,4476.539946523505,5245.989280656961,5004.724047745372,4280.135019400815,17845.50593420445,3513.769171484774,3559.0177299003885,484298.59,1500,532,1050,1357,1555,823,1227,908,539,512,368,370.0,357.0,395.0,378.0,148.0,134.0,62.0,589.0,379.0,188.0
2024-09-02,2024-09-01,1,114.2,1.6,122.39999999999999,63,14168,305010.27159705653,35996.16744265707,33977.816188458484,30952.39744650126,31660.720403318726,112381.49279605715,26061.66988524658,24577.648993925657,1810649.9,7458,2609,5179,6407,7808,3949,6034,4451,2609,2695,1771,1916.0,1751.0,1893.0,1898.0,744.0,734.0,238.0,2887.0,1804.0,1051.0
2024-09-09,2024-09-01,1,114.2,1.6,122.39999999999999,63,14168,321034.8408103653,34447.49171818465,37715.231447145256,31235.971732793936,30346.415801603143,114774.27417088285,23853.35566201712,23993.12073892459,1845094.19,7609,2721,5162,6473,7917,3986,6330,4430,2765,2657,1791,1892.0,1905.0,1923.0,1889.0,776.0,703.0,256.0,2970.0,1806.0,1098.0
2024-09-16,2024-09-01,1,114.2,1.6,122.39999999999999,63,14168,290906.2153324416,37480.15708409084,36281.37200511663,30787.89884185855,29927.018736923936,113513.74825951259,24954.0559831962,23555.35438490061,1787200.21,7556,2663,5301,6506,7716,4019,6161,4470,2678,2679,1771,1926.0,1822.0,1883.0,1925.0,669.0,725.0,263.0,2978.0,1817.0,1104.0
2024-09-23,2024-09-01,1,114.2,1.6,122.39999999999999,63,14168,297422.16530281695,33606.32880863159,37977.25786896455,29761.362572801263,31440.638633963863,119461.67414421306,25555.626136443843,24408.53117205494,1802802.52,7492,2656,5209,6444,7625,3906,6165,4276,2724,2629,1751,1865.0,1924.0,1919.0,1784.0,736.0,728.0,257.0,2886.0,1807.0,1078.0
2024-09-30,2024-09-01,1,114.2,1.6,122.39999999999999,9,2024,41267.25494703428,5733.647047200171,4939.31020565672,4392.624130914646,4704.004087080606,17475.873460745323,3701.726681202997,3696.356124663373,185095.67,899,307,659,787,970,501,769,543,313,304,239,214.0,228.0,231.0,226.0,105.0,72.0,33.0,360.0,198.0,131.0
2024-09-30,2024-10-01,1,114.8,2.0,128.0,60,12144,359219.69801208575,37809.38152805604,65695.06363428371,35216.558747913616,27682.79581684046,132579.2481003258,35475.7727782509,49251.95102952623,1927053.44,7387,2639,5091,6456,7625,3784,6126,4290,2627,2615,1808,1765.0,1882.0,1844.0,1896.0,671.0,695.0,261.0,2910.0,1787.0,1063.0
2024-10-07,2024-10-01,1,114.8,2.0,128.0,70,14168,417679.3931470178,40918.67227683757,76339.11419916576,42350.341862255766,32745.088596425314,159359.0684075278,40723.3339180059,56752.54095958148,2078511.06,8014,2742,5356,6892,8180,4089,6500,4670,2804,2843,1859,1950.0,2010.0,2030.0,2024.0,763.0,764.0,278.0,3126.0,1893.0,1190.0
2024-10-14,2024-10-01,1,114.8,2.0,128.0,70,14168,409392.25989326497,41163.85043751025,70863.95799834425,41120.42903380956,34960.226081401925,164662.89051193348,41996.150084905814,58318.92023543127,2080895.5999999999,8326,2968,5874,7378,8612,4297,6946,4966,2963,2886,2025,2108.0,2086.0,2019.0,2113.0,802.0,746.0,294.0,3224.0,2034.0,1226.0
2024-10-21,2024-10-01,1,114.8,2.0,128.0,70,14168,439018.09921904874,41738.54232206395,76260.65631100391,42020.98358263407,32319.718683132858,153498.78905306658,41018.271004956834,58343.766825576095,2161138.14,8236,2886,5604,7021,8542,4339,6861,4736,2943,2869,1956,2044.0,2005.0,2104.0,2083.0,782.0,781.0,280.0,3203.0,1948.0,1242.0
2024-10-28,2024-10-01,1,114.8,2.0,128.0,40,8096,255250.63821484498,21049.20959555179,40393.63236979099,22407.384566038236,19167.04626711966,93651.3762585293,23163.354103186135,31840.065149011618,867719.94,4025,1414,2644,3526,4203,2047,3296,2415,1375,1419,940,1065.0,944.0,993.0,1023.0,395.0,358.0,135.0,1579.0,986.0,572.0
2024-10-28,2024-11-01,1,115.1,2.6,154.1,33,6072,157641.0205419507,14820.528811778815,21137.067439270053,13297.147894997237,13448.508702868066,49797.79683095413,16786.081967940336,21167.991309272984,2318856.5700000003,5692,1995,3900,5072,5770,2887,4692,3353,1988,1974,1304,1446.0,1360.0,1410.0,1476.0,530.0,574.0,198.0,2205.0,1372.0,813.0
2024-11-04,2024-11-01,1,115.1,2.6,154.1,77,14168,402335.8040462341,39473.79865635932,51637.86802049011,30747.686038734697,31489.670653273315,120477.4228992172,37789.86236034985,47395.22407150967,4266841.54,11973,4095,8482,10206,12361,6052,9713,7148,4189,4220,2751,3083.0,2966.0,2962.0,2962.0,1194.0,1112.0,401.0,4531.0,2927.0,1808.0
2024-11-11,2024-11-01,1,115.1,2.6,154.1,77,14168,386329.7878524347,39903.248257283856,52886.1013971007,30310.48431966985,31672.422596624605,116913.32831455085,36050.5900407205,46607.52230784985,4048396.23,11235,3963,7822,9756,11632,5826,9223,6621,3969,3976,2656,2780.0,2809.0,2811.0,2835.0,1046.0,1042.0,408.0,4443.0,2693.0,1603.0
2024-11-18,2024-11-01,1,115.1,2.6,154.1,77,14168,361937.6088824216,38237.755907851286,50106.26822796253,31700.043917183662,29704.939979771043,108735.08584208656,36892.76953588314,44917.32694416882,4231093.06,11837,4049,8153,10180,12250,6081,9622,6850,4228,4137,2731,2913.0,2953.0,2949.0,3022.0,1207.0,1141.0,431.0,4395.0,2920.0,1743.0
2024-11-25,2024-11-01,1,115.1,2.6,154.1,66,12144,337934.210488985,31024.574647443744,45852.48424079585,24380.00316649437,26676.24396217639,98859.4870432746,32794.119162075134,37146.3609720593,3230100.5700000003,9703,3325,6798,8276,10014,4976,8003,5588,3355,3405,2335,2447.0,2447.0,2378.0,2431.0,940.0,991.0,332.0,3722.0,2344.0,1374.0
2024-11-25,2024-12-01,1,115.1,2.6,202.29999999999998,12,2024,46597.40985636262,8073.658273067986,10119.822670710255,8312.338883516246,4847.527025068609,20699.717585897462,5052.848804648384,7004.497403613058,732489.93,1880,626,1286,1661,1971,938,1449,1098,704,647,425,487.0,417.0,500.0,476.0,195.0,172.0,76.0,755.0,438.0,244.0
2024-12-02,2024-12-01,1,115.1,2.6,202.29999999999998,84,14168,351429.22042142844,55216.6313472757,70811.03413227,56946.49598691726,41597.23985258746,123973.59703958569,31384.46937961594,46357.43736848512,2723999.86,9124,3171,6351,7874,9468,4550,7426,5347,3167,3197,2113,2269.0,2346.0,2276.0,2233.0,871.0,852.0,334.0,3553.0,2214.0,1300.0
2024-12-09,2024-12-01,1,115.1,2.6,202.29999999999998,84,14168,368588.9364646071,53306.93518494789,73950.73521295682,53758.587590486975,41753.40855544409,126139.04659725659,29729.337278288993,49442.1539211108,2846124.5700000003,9597,3433,6790,8301,10098,5070,8097,5692,3362,3370,2324,2302.0,2464.0,2357.0,2474.0,936.0,891.0,333.0,3737.0,2311.0,1389.0
2024-12-16,2024-12-01,1,115.1,2.6,202.29999999999998,84,14168,368274.28567375895,54401.64968321117,67901.93052447587,55689.73192295229,39106.40103904255,130193.4347707393,30277.830940214888,49352.24664705533,2842753.15,9607,3343,6517,8330,9966,5008,7819,5661,3385,3333,2259,2445.0,2385.0,2386.0,2391.0,899.0,896.0,334.0,3762.0,2330.0,1386.0
2024-12-23,2024-12-01,1,115.1,2.6,202.29999999999998,84,14168,351452.1181850397,54452.62556378583,71648.79568050496,52429.51740090091,38255.06444812394,117326.06576591302,32363.665519484395,48069.89942983205,2895681.71,9558,3332,6488,8306,9997,4967,7771,5671,3331,3392,2260,2377.0,2341.0,2457.0,2383.0,929.0,963.0,338.0,3691.0,2275.0,1362.0
2024-12-30,2024-12-01,1,115.1,2.6,202.29999999999998,24,4048,108239.59154536983,15437.94915263079,20068.248961971345,15966.810365987443,12683.37742448057,35314.38126721633,8911.083275377048,13873.89609674686,612165.29,2421,815,1680,2109,2521,1237,2010,1393,844,847,568,593.0,624.0,605.0,599.0,252.0,223.0,81.0,961.0,547.0,357.0
